-1.266963264226237951e-01,-3.188423796722034131e-01,2.233681713683732112e-02,2.349172398393044869e-01,-4.376419214145500086e-02,-8.313139047315789079e-03,-2.216060832122014324e-01,-2.756535664965431009e-01,-3.442541075925766303e-01,6.964324372912654715e-01,3.001419865285009925e-02,-9.928930459655299634e-02,2.837060000666765669e-01,-6.886417944109578249e-02,2.087838867699018820e-03
6.402102898487500859e-02,-2.655527124499871272e-01,9.060284480699072607e-02,6.086207509567346241e-01,-1.012736190585002555e-01,8.842091337395546757e-02,-3.916028792314463769e-01,4.667184578919449378e-01,1.067852442668849322e-01,-1.308434808075901734e-01,-1.828806492493318184e-02,3.488055955937046648e-01,-6.040149809532081859e-02,4.509867220402372090e-02,-3.600416741906066476e-02
3.994669654693802641e-01,1.429853581747981550e-01,9.832928453533845703e-02,4.524752534906818502e-01,-4.315821043622360131e-02,-1.121104204101157006e-02,3.950955380642128256e-01,2.048188061002479965e-01,2.028829458307164491e-02,7.797991501786466322e-03,-8.095852256868997510e-02,-5.680371096594339919e-01,2.395822950593927414e-01,-1.358125956532450218e-01,1.296289334962978310e-03
4.897068455514143603e-01,-6.313900170201082462e-02,4.244005205979650003e-02,2.663787486737208970e-02,2.039132030430405515e-02,-2.759310030598456295e-02,-7.607558336384480369e-02,-4.514411128134276363e-01,-3.990957563281231218e-02,-3.338648978654361610e-01,8.162421159398329518e-02,3.440351467894546822e-01,4.960320731851076137e-01,-4.836953868947615337e-02,2.376078940970351994e-01
5.403224343837562671e-01,1.172874024561998824e-01,2.397022318059244261e-02,5.291033468297421521e-02,-4.701707556708662958e-03,-4.218442996659500094e-02,1.377580539118206659e-01,-7.887626091010138674e-02,-6.316414969279100788e-02,3.985381488396243510e-01,1.737893356363998110e-02,2.198788409195151228e-01,-5.504423951736008291e-01,3.078065063194549977e-01,2.339190142611869139e-01
1.485588173168629622e-01,-4.935430206977485246e-01,-4.027114925022924619e-02,-1.481849173627677319e-01,1.840611466868625687e-02,-9.818092863407455392e-03,3.678735035355389441e-03,-1.168728392270733385e-01,7.999245695175765114e-01,1.825029397055592806e-01,-3.605640711306062202e-02,-1.445280920451502416e-01,9.755274364958266926e-04,-1.870750356908235448e-02,-3.051326810346092697e-02
1.799683995392482583e-01,-6.003826863710012285e-01,-5.867031427931238691e-02,-1.815521990385883522e-01,1.706814891159698713e-02,1.503891073419355746e-02,-1.214414588556966546e-01,3.876373369805047320e-02,-4.217768944209656645e-01,-3.477473513393227189e-01,-6.966593635713859423e-02,-3.945305888357653612e-01,-2.585448487333253942e-01,1.022666188070036480e-01,1.316998687243634003e-01
-1.725310729180884461e-01,-4.259492451599871665e-01,-1.258254291331937190e-02,4.454047030919226768e-02,3.038416715967165796e-02,-9.568197235448898386e-02,7.557192204405853708e-01,1.251601854106930978e-01,-1.406237125246394548e-01,5.509247897964097279e-03,1.610462021009270370e-02,4.011499071179241427e-01,7.547612569179421027e-02,-6.641301963661323977e-03,-5.546626353183747860e-02
7.813685821727632888e-04,1.896784069513191701e-02,7.178389220291120365e-02,-4.173531259207835520e-02,-3.942901670541884007e-01,-8.084557953545952191e-01,-8.505871235818254772e-02,-2.345642272731796128e-03,-2.722705740105740759e-03,-2.437182171662256522e-02,-4.141059644937773454e-01,3.163598687751963123e-02,1.110835090783309810e-02,8.028686745231614422e-03,-5.625843879522708646e-02
-1.399307957679047330e-02,-3.296327333949047866e-02,5.514752975966811244e-01,-1.519311719946649653e-01,-5.346254814583073500e-01,1.266161420790311298e-01,4.891124341079248344e-02,1.405415682499731346e-03,7.753794256910940055e-03,-2.711454540325559243e-02,3.915758942774213991e-01,-7.931227557210772383e-02,1.062238771130085968e-01,4.046713804262925818e-01,-1.783236314359798180e-01
-2.555791708531004666e-02,-3.169060833789798248e-02,6.968332736104736469e-01,-4.322913424795958581e-02,6.339997458286815712e-01,-2.855810923080893127e-01,-6.942828691796092133e-02,6.499959518059834906e-02,1.773530246450157315e-04,1.662287430271831845e-02,8.203312657972963717e-02,-1.582969954279431560e-02,-4.464003369219431139e-02,-9.005574051754225429e-02,3.131330244089073483e-02
-8.285388822136330669e-03,-2.493368981519144059e-02,2.822626799996247882e-01,-1.222504326134711689e-01,-3.726197514645674946e-01,1.835172693254607801e-01,2.870296144623532553e-02,2.398154956639840865e-02,-7.845898996660083044e-03,4.170605840560793337e-02,-1.364077057924371721e-02,7.828432394659277926e-02,-2.248222121505428217e-01,-7.419669404918337596e-01,3.487030331331955058e-01
-2.592612809781348268e-02,9.441691280819803495e-03,3.070514556406307438e-01,-2.976062786960250589e-02,1.662064450568387364e-02,4.376399751884708644e-01,4.995675986968330790e-02,-1.511908101961939865e-01,-1.911084241208094864e-02,-2.505022792191991237e-03,-7.976135184045503035e-01,7.284366425409719015e-02,4.338507966274159772e-02,1.760258379805883233e-01,-1.103661267759841608e-01
3.608948666410189410e-01,5.605467681697091399e-03,-7.223206590164046870e-02,-5.146679372809250808e-01,3.905222504456956623e-02,5.862716527969771135e-02,-1.125104619148648011e-01,5.832088899341505428e-01,-1.230936365621907447e-01,2.585167930938193082e-01,-6.980326217104541875e-02,1.294532381572240098e-01,3.377235373857542244e-01,-7.350236102801903371e-02,-1.370988187142992143e-01
2.691718891135901348e-01,-3.104614838633410964e-02,8.313519649093039634e-04,4.289858403275802895e-02,9.103944616309438478e-03,1.161792178898421804e-02,-1.933505883333750883e-02,-2.357794240674328801e-01,-1.043812065241079279e-01,-5.526849815410599109e-02,7.773256409647562315e-02,7.684149230426989829e-02,-2.387489986382140550e-01,-3.286422387102079234e-01,-8.231975442480089500e-01
